"","Author","species","life_stage"
"804","Corline","Rotifera","adult"
"805","Corline","Bosmina","adult"
"806","Corline","Chydoridae","adult"
"807","Corline","chydorus","adult"
"808","Corline","Ceriodaphnia","adult"
"809","Corline","parvula","adult"
"810","Corline","mixtus","adult"
"811","Corline","Daphniidae","egg"
"812","Corline","Calinoida","adult"
"813","Corline","Acanthocyclops","adult"
"814","Corline","Cyclopidae","adult"
"815","Corline","Cyclopidae","nauplii"
"816","Corline","Eucypris","adult"
"817","Corline","Eucypris","juvenile"
"818","Corline","Rotifera","adult"
"819","Corline","Bosmina","adult"
"820","Corline","Chydoridae","adult"
"821","Corline","chydorus","adult"
"822","Corline","Ceriodaphnia","adult"
"823","Corline","magna","adult"
"824","Corline","Calinoida","adult"
"825","Corline","Acanthocyclops","adult"
"826","Corline","Cyclopidae","adult"
"827","Corline","Cyclopidae","nauplii"
"828","Corline","Rotifera","adult"
"829","Corline","Bosmina","adult"
"830","Corline","chydorus","adult"
"831","Corline","Ceriodaphnia","adult"
"832","Corline","pulex","adult"
"833","Corline","parvula","adult"
"834","Corline","mixtus","adult"
"835","Corline","Calinoida","adult"
"836","Corline","Acanthocyclops","adult"
"837","Corline","Cyclopidae","adult"
"838","Corline","cypridopsis","adult"
"839","Corline","Eucypris","adult"
"840","Corline","Eucypris","juvenile"
"841","Corline","ilyocypris","adult"
"842","Corline","Bosmina","adult"
"843","Corline","chydorus","adult"
"844","Corline","Ceriodaphnia","adult"
"845","Corline","magna","adult"
"846","Corline","pulex","adult"
"847","Corline","parvula","adult"
"848","Corline","mixtus","adult"
"849","Corline","Daphniidae","embryo"
"850","Corline","Daphniidae","egg"
"851","Corline","Calinoida","adult"
"852","Corline","Acanthocyclops","adult"
"853","Corline","Cyclopidae","adult"
"854","Corline","Eucypris","adult"
"855","Corline","Eucypris","juvenile"
"856","Corline","ilyocypris","adult"
"857","Corline","Bosmina","adult"
"858","Corline","chydorus","adult"
"859","Corline","Ceriodaphnia","adult"
"860","Corline","magna","adult"
"861","Corline","pulex","adult"
"862","Corline","parvula","adult"
"863","Corline","Schaphloberis","adult"
"864","Corline","Daphniidae","embryo"
"865","Corline","Daphniidae","egg"
"866","Corline","Calinoida","adult"
"867","Corline","Acanthocyclops","adult"
"868","Corline","Cyclopidae","nauplii"
"869","Corline","Chydoridae","adult"
"870","Corline","chydorus","adult"
"871","Corline","Ceriodaphnia","adult"
"872","Corline","magna","adult"
"873","Corline","pulex","adult"
"874","Corline","mixtus","adult"
"875","Corline","Daphniidae","embryo"
"876","Corline","Daphniidae","egg"
"877","Corline","Acanthocyclops","adult"
"878","Corline","Diacyclops","adult"
"879","Corline","Eucypris","adult"
"880","Corline","Eucypris","juvenile"
"881","Corline","Bosmina","adult"
"882","Corline","Chydoridae","adult"
"883","Corline","chydorus","adult"
"884","Corline","Ceriodaphnia","adult"
"885","Corline","pulex","adult"
"886","Corline","parvula","adult"
"887","Corline","mixtus","adult"
"888","Corline","Daphniidae","embryo"
"889","Corline","Daphniidae","egg"
"890","Corline","Calinoida","adult"
"891","Corline","Acanthocyclops","adult"
"892","Corline","Cyclopidae","adult"
"893","Corline","Cyclopidae","nauplii"
"894","Corline","Eucypris","adult"
"895","Corline","Eucypris","juvenile"
"896","Corline","Rotifera","adult"
"897","Corline","Chironomidae","larvae"
"898","Corline","Corixidae","adult"
"899","Corline","Bosmina","adult"
"900","Corline","Chydoridae","adult"
"901","Corline","chydorus","adult"
"902","Corline","Ceriodaphnia","adult"
"903","Corline","pulex","adult"
"904","Corline","laevis","adult"
"905","Corline","parvula","adult"
"906","Corline","mixtus","adult"
"907","Corline","Daphniidae","embryo"
"908","Corline","Daphniidae","egg"
"909","Corline","Acanthocyclops","adult"
"910","Corline","Cyclopidae","adult"
"911","Corline","Cyclopidae","nauplii"
"912","Corline","Eucypris","adult"
"913","Corline","Eucypris","juvenile"
"914","Corline","Bosmina","adult"
"915","Corline","chydorus","adult"
"916","Corline","Ceriodaphnia","adult"
"917","Corline","pulex","adult"
"918","Corline","laevis","adult"
"919","Corline","parvula","adult"
"920","Corline","mixtus","adult"
"921","Corline","Calinoida","adult"
"922","Corline","Acanthocyclops","adult"
"923","Corline","Cyclopidae","adult"
"924","Corline","Cyclopidae","nauplii"
"925","Corline","Eucypris","adult"
"926","Corline","Eucypris","juvenile"
"927","Corline","ilyocypris","adult"
"928","Corline","Rotifera","adult"
"929","Corline","Chironomidae","larvae"
"930","Corline","Diplotesticulata","adult"
"931","Corline","Gastropoda","adult"
"932","Corline","Bosmina","adult"
"933","Corline","Chydoridae","adult"
"934","Corline","chydorus","adult"
"935","Corline","Ceriodaphnia","adult"
"936","Corline","pulex","adult"
"937","Corline","parvula","adult"
"938","Corline","mixtus","adult"
"939","Corline","Calinoida","adult"
"940","Corline","Acanthocyclops","adult"
"941","Corline","Cyclopidae","adult"
"942","Corline","Eucypris","adult"
"943","Corline","Eucypris","juvenile"
"944","Corline","Rotifera","adult"
"945","Corline","Bosmina","adult"
"946","Corline","chydorus","adult"
"947","Corline","Ceriodaphnia","adult"
"948","Corline","magna","adult"
"949","Corline","pulex","adult"
"950","Corline","laevis","adult"
"951","Corline","Daphniidae","embryo"
"952","Corline","Daphniidae","egg"
"953","Corline","Calinoida","adult"
"954","Corline","Acanthocyclops","adult"
"955","Corline","Cyclopidae","adult"
"956","Corline","Eucypris","adult"
"957","Corline","Eucypris","juvenile"
"958","Corline","Bosmina","adult"
"959","Corline","chydorus","adult"
"960","Corline","Ceriodaphnia","adult"
"961","Corline","pulex","adult"
"962","Corline","mixtus","adult"
"963","Corline","Daphniidae","embryo"
"964","Corline","Daphniidae","egg"
"965","Corline","Calinoida","adult"
"966","Corline","Acanthocyclops","adult"
"967","Corline","Cyclopidae","adult"
"968","Corline","Eucypris","adult"
"969","Corline","Eucypris","juvenile"
"970","Corline","ilyocypris","adult"
"971","Corline","chydorus","adult"
"972","Corline","Ceriodaphnia","adult"
"973","Corline","magna","adult"
"974","Corline","pulex","adult"
"975","Corline","mixtus","adult"
"976","Corline","Daphniidae","embryo"
"977","Corline","Daphniidae","egg"
"978","Corline","Acanthocyclops","adult"
"979","Corline","Cyclopidae","adult"
"980","Corline","Eucypris","adult"
"981","Corline","Eucypris","juvenile"
"982","Corline","ilyocypris","adult"
"983","Corline","Bosmina","adult"
"984","Corline","chydorus","adult"
"985","Corline","Ceriodaphnia","adult"
"986","Corline","magna","adult"
"987","Corline","pulex","adult"
"988","Corline","mixtus","adult"
"989","Corline","Daphniidae","egg"
"990","Corline","Calinoida","adult"
"991","Corline","Acanthocyclops","adult"
"992","Corline","Cyclopidae","adult"
"993","Corline","cypridopsis","adult"
"994","Corline","Eucypris","adult"
"995","Corline","Eucypris","juvenile"
"996","Corline","Bosmina","adult"
"997","Corline","Chydoridae","adult"
"998","Corline","chydorus","adult"
"999","Corline","Ceriodaphnia","adult"
"1000","Corline","magna","adult"
"1001","Corline","pulex","adult"
"1002","Corline","parvula","adult"
"1003","Corline","mixtus","adult"
"1004","Corline","Daphniidae","embryo"
"1005","Corline","Daphniidae","egg"
"1006","Corline","Calinoida","adult"
"1007","Corline","Acanthocyclops","adult"
"1008","Corline","Cyclopidae","adult"
"1009","Corline","Cyclopidae","nauplii"
"1010","Corline","Eucypris","adult"
"1011","Corline","Eucypris","juvenile"
"1012","Corline","Bosmina","adult"
"1013","Corline","Chydoridae","adult"
"1014","Corline","chydorus","adult"
"1015","Corline","Ceriodaphnia","adult"
"1016","Corline","magna","adult"
"1017","Corline","pulex","adult"
"1018","Corline","laevis","adult"
"1019","Corline","parvula","adult"
"1020","Corline","mixtus","adult"
"1021","Corline","Daphniidae","embryo"
"1022","Corline","Daphniidae","egg"
"1023","Corline","Calinoida","adult"
"1024","Corline","Acanthocyclops","adult"
"1025","Corline","Cyclopidae","adult"
"1026","Corline","Cyclopidae","nauplii"
"1027","Corline","cypridopsis","adult"
"1028","Corline","Eucypris","adult"
"1029","Corline","Eucypris","juvenile"
"1030","Corline","ilyocypris","adult"
"1031","Corline","Rotifera","adult"
"1032","Corline","Bosmina","adult"
"1033","Corline","chydorus","adult"
"1034","Corline","Ceriodaphnia","adult"
"1035","Corline","magna","adult"
"1036","Corline","pulex","adult"
"1037","Corline","parvula","adult"
"1038","Corline","mixtus","adult"
"1039","Corline","Daphniidae","embryo"
"1040","Corline","Daphniidae","egg"
"1041","Corline","Calinoida","adult"
"1042","Corline","Cyclopidae","adult"
"1043","Corline","Cyclopidae","nauplii"
"1044","Corline","Eucypris","adult"
"1045","Corline","Eucypris","juvenile"
"1046","Corline","ilyocypris","adult"
"1047","Corline","Chironomidae","larvae"
"1048","Corline","Bosmina","adult"
"1049","Corline","chydorus","adult"
"1050","Corline","Ceriodaphnia","adult"
"1051","Corline","pulex","adult"
"1052","Corline","mixtus","adult"
"1053","Corline","Daphniidae","embryo"
"1054","Corline","Daphniidae","egg"
"1055","Corline","Sida","adult"
"1056","Corline","Calinoida","adult"
"1057","Corline","Acanthocyclops","adult"
"1058","Corline","Cyclopidae","adult"
"1059","Corline","Cyclopidae","nauplii"
"1060","Corline","Eucypris","adult"
"1061","Corline","Eucypris","juvenile"
"1062","Corline","Bosmina","adult"
"1063","Corline","Chydoridae","adult"
"1064","Corline","chydorus","adult"
"1065","Corline","Ceriodaphnia","adult"
"1066","Corline","magna","adult"
"1067","Corline","pulex","adult"
"1068","Corline","parvula","adult"
"1069","Corline","mixtus","adult"
"1070","Corline","Daphniidae","embryo"
"1071","Corline","Daphniidae","egg"
"1072","Corline","Acanthocyclops","adult"
"1073","Corline","Diacyclops","adult"
"1074","Corline","Cyclopoida","adult"
"1075","Corline","Cyclopidae","adult"
"1076","Corline","Cyclopidae","nauplii"
"1077","Corline","Eucypris","adult"
"1078","Corline","Eucypris","juvenile"
"1079","Corline","Bosmina","adult"
"1080","Corline","chydorus","adult"
"1081","Corline","Eurycercus","adult"
"1082","Corline","Ceriodaphnia","adult"
"1083","Corline","pulex","adult"
"1084","Corline","Schaploberis","adult"
"1085","Corline","mixtus","adult"
"1086","Corline","Daphniidae","embryo"
"1087","Corline","Daphniidae","egg"
"1088","Corline","Sida","adult"
"1089","Corline","Cyclopidae","adult"
"1090","Corline","Eucypris","adult"
"1091","Corline","Eucypris","juvenile"
"1092","Corline","Chironomidae","larvae"
"1093","Corline","Bosmina","adult"
"1094","Corline","Chydoridae","adult"
"1095","Corline","chydorus","adult"
"1096","Corline","Ceriodaphnia","adult"
"1097","Corline","pulex","adult"
"1098","Corline","Schaploberis","adult"
"1099","Corline","mixtus","adult"
"1100","Corline","Sida","adult"
"1101","Corline","Calinoida","adult"
"1102","Corline","Acanthocyclops","adult"
"1103","Corline","Cyclopidae","adult"
"1104","Corline","Cyclopidae","nauplii"
"1105","Corline","cypridopsis","adult"
"1106","Corline","Eucypris","adult"
"1107","Corline","Potamocypris","adult"
"1108","Corline","Rotifera","adult"
"1109","Corline","Bosmina","adult"
"1110","Corline","Chydoridae","adult"
"1111","Corline","chydorus","adult"
"1112","Corline","Ceriodaphnia","adult"
"1113","Corline","pulex","adult"
"1114","Corline","mixtus","adult"
"1115","Corline","Acanthocyclops","adult"
"1116","Corline","Cyclopidae","adult"
"1117","Corline","Cyclopidae","nauplii"
"1118","Corline","cypridopsis","adult"
"1119","Corline","Eucypris","adult"
"1120","Corline","Eucypris","juvenile"
"1121","Corline","Potamocypris","adult"
"1122","Corline","Rotifera","adult"
"1123","Corline","Chironomidae","larvae"
"1124","Corline","Bosmina","adult"
"1125","Corline","Chydoridae","adult"
"1126","Corline","chydorus","adult"
"1127","Corline","Ceriodaphnia","adult"
"1128","Corline","pulex","adult"
"1129","Corline","parvula","adult"
"1130","Corline","Schaploberis","adult"
"1131","Corline","mixtus","adult"
"1132","Corline","Calinoida","adult"
"1133","Corline","Acanthocyclops","adult"
"1134","Corline","Cyclopidae","adult"
"1135","Corline","Cyclopidae","nauplii"
"1136","Corline","cypridopsis","adult"
"1137","Corline","Eucypris","adult"
"1138","Corline","Eucypris","juvenile"
"1139","Corline","Chironomidae","larvae"
"1140","Corline","Bosmina","adult"
"1141","Corline","chydorus","adult"
"1142","Corline","Ceriodaphnia","adult"
"1143","Corline","pulex","adult"
"1144","Corline","parvula","adult"
"1145","Corline","mixtus","adult"
"1146","Corline","Calinoida","adult"
"1147","Corline","Acanthocyclops","adult"
"1148","Corline","Cyclopidae","adult"
"1149","Corline","Cyclopidae","nauplii"
"1150","Corline","cypridopsis","adult"
"1151","Corline","Eucypris","adult"
"1152","Corline","Eucypris","juvenile"
"1153","Corline","Rotifera","adult"
"1154","Corline","Chironomidae","larvae"
"1155","Corline","Diplotesticulata","adult"
"1156","Corline","Bosmina","adult"
"1157","Corline","Chydorus","adult"
"1158","Corline","eurycercus","adult"
"1159","Corline","Ceriodaphnia","adult"
"1160","Corline","pulex","adult"
"1161","Corline","mixtus","adult"
"1162","Corline","Calinoida","adult"
"1163","Corline","Acanthocyclops","adult"
"1164","Corline","Cyclopidae","adult"
"1165","Corline","Cyclopidae","nauplii"
"1166","Corline","Eucypris","adult"
"1167","Corline","Cypridopsis","adult"
"1168","Corline","Rotifera","adult"
"1169","Corline","Chironomidae","larvae"
"1170","Corline","Bosmina","adult"
"1171","Corline","Chydorus","adult"
"1172","Corline","eurycercus","adult"
"1173","Corline","Ceriodaphnia","adult"
"1174","Corline","pulex","adult"
"1175","Corline","Daphnia","adult"
"1176","Corline","mixtus","adult"
"1177","Corline","Calinoida","adult"
"1178","Corline","Acanthocyclops","adult"
"1179","Corline","Cyclopidae","adult"
"1180","Corline","Cyclopidae","nauplii"
"1181","Corline","Eucypris","adult"
"1182","Corline","Cypridopsis","adult"
"1183","Corline","Rotifera","adult"
"1184","Corline","Chironomidae","larvae"
"1185","Corline","Bosmina","adult"
"1186","Corline","Chydorus","adult"
"1187","Corline","eurycercus","adult"
"1188","Corline","Ceriodaphnia","adult"
"1189","Corline","pulex","adult"
"1190","Corline","mixtus","adult"
"1191","Corline","Calinoida","adult"
"1192","Corline","Acanthocyclops","adult"
"1193","Corline","Cyclopidae","adult"
"1194","Corline","Cyclopidae","nauplii"
"1195","Corline","Eucypris","adult"
"1196","Corline","Cypridopsis","adult"
"1197","Corline","Rotifera","adult"
"1198","Corline","Diplotesticulata","adult"
"1199","Corline","Chironomidae","larvae"
"1200","Corline","Gastropoda","adult"
"1201","Corline","Bosmina","adult"
"1202","Corline","Chydorus","adult"
"1203","Corline","eurycercus","adult"
"1204","Corline","Ceriodaphnia","adult"
"1205","Corline","pulex","adult"
"1206","Corline","mixtus","adult"
"1207","Corline","Calinoida","adult"
"1208","Corline","Acanthocyclops","adult"
"1209","Corline","Cyclopidae","adult"
"1210","Corline","Cyclopidae","nauplii"
"1211","Corline","Eucypris","adult"
"1212","Corline","Cypridopsis","adult"
"1213","Corline","Rotifera","adult"
"1214","Corline","Chironomidae","larvae"
"1215","Corline","Chironomidae","pupae"
"1216","Corline","Bosmina","adult"
"1217","Corline","Chydorus","adult"
"1218","Corline","Chydoridae","adult"
"1219","Corline","Ceriodaphnia","adult"
"1220","Corline","pulex","adult"
"1221","Corline","mixtus","adult"
"1222","Corline","Calinoida","adult"
"1223","Corline","Acanthocyclops","adult"
"1224","Corline","Cyclopidae","adult"
"1225","Corline","Cyclopidae","nauplii"
"1226","Corline","Eucypris","adult"
"1227","Corline","Cypridopsis","adult"
"1228","Corline","ilyocypris","adult"
"1229","Corline","Rotifera","adult"
"1230","Corline","Diplotesticulata","adult"
"1231","Corline","Chironomidae","larvae"
"1232","Corline","Bosmina","adult"
"1233","Corline","Chydorus","adult"
"1234","Corline","Chydoridae","adult"
"1235","Corline","Ceriodaphnia","adult"
"1236","Corline","pulex","adult"
"1237","Corline","mixtus","adult"
"1238","Corline","Acanthocyclops","adult"
"1239","Corline","Cyclopidae","adult"
"1240","Corline","Cyclopidae","nauplii"
"1241","Corline","Eucypris","adult"
"1242","Corline","Cypridopsis","adult"
"1243","Corline","ilyocypris","adult"
